Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,SeedNumx,SeedNumy,WRts,WReFG,WRoer,WRder,WRat,WRastratio,WRtoratio,WRovr,Wts,WeFG,Woer,Wder,Wat,Wastratio,Wtoratio,lRts,lReFG,lRoer,lRder,lRat,lRastratio,lRtoratio,lRovr,lts,leFG,loer,lder,lat,lastratio,ltoratio,WMx,WMy,wlevel,llevel,wfinal_last1,lfinal_last1,Wwinratio,lwinratio,Wpan,lpan
2006,137,1163,72,1107,59,N,0,1,16,B,B,A,A,C,B,B,A,0.555,0.511,114.2,91.401,1.122,13.327,11.877,B,B,A,B,C,B,C,B,0.56,0.515,106.614,99.439,0.891,12.43,13.956,2.849246231,16,0,0,RoundOf32,etc,0.9,0.677419355,30,31
2006,139,1437,82,1112,78,N,0,1,8,B,B,A,B,C,C,A,A,0.552,0.503,114.092,96.527,1.119,11.626,10.387,C,C,B,B,C,B,B,B,0.517,0.477,103.547,96.769,1.096,12.615,11.513,4.868421053,3.612648221,1,1,SweetSixteen,EliteEight,0.862068966,0.612903226,29,31
2006,137,1137,59,1116,55,N,0,9,8,B,B,B,A,C,A,C,A,0.572,0.533,105.107,87.853,1.007,14.677,14.573,B,B,A,B,C,B,B,A,0.55,0.509,108.005,95.366,1.161,13.872,11.944,12.05882353,6.114649682,1,0,RoundOf32,RoundOf64,0.862068966,0.709677419,29,31
2006,136,1417,78,1125,44,N,0,2,15,A,A,A,A,C,B,C,A,0.579,0.542,109.062,94.436,0.967,13.826,14.303,A,A,A,C,C,A,C,A,0.603,0.573,113.071,104.67,1.041,14.409,13.843,5.231884058,15,1,0,RoundOf64,etc,0.818181818,0.666666667,33,30
2006,144,1437,60,1130,59,N,1,1,4,B,B,A,B,C,C,A,A,0.552,0.503,114.092,96.527,1.119,11.626,10.387,A,A,A,C,B,A,B,A,0.58,0.545,115.503,103.614,1.338,16.379,12.241,4.868421053,6.26119403,1,0,SweetSixteen,RoundOf32,0.862068966,0.78125,29,32
2006,143,1272,80,1133,64,N,0,1,13,B,B,A,A,C,B,B,A,0.549,0.508,109.772,89.735,0.994,12.914,12.989,C,C,B,A,C,B,B,B,0.533,0.492,102.532,92.548,1.088,14.215,13.069,5.557522124,10.8,0,0,RoundOf32,RoundOf64,0.909090909,0.666666667,33,30
2006,139,1272,72,1137,56,N,0,1,9,B,B,A,A,C,B,B,A,0.549,0.508,109.772,89.735,0.994,12.914,12.989,B,B,B,A,C,A,C,A,0.572,0.533,105.107,87.853,1.007,14.677,14.573,5.557522124,12.05882353,0,1,RoundOf32,RoundOf32,0.909090909,0.862068966,33,29
2006,137,1301,58,1143,52,N,0,10,7,A,A,A,B,C,A,B,A,0.6,0.554,111.841,99.933,1.171,14.988,12.802,B,B,A,B,C,B,B,A,0.558,0.502,106.975,99.912,1.059,13.111,12.377,7.491803279,7.277777778,0,0,SweetSixteen,RoundOf32,0.7,0.666666667,30,30
2006,146,1206,86,1163,84,N,1,11,1,B,A,A,A,C,A,B,A,0.568,0.539,108.091,91.307,1.149,14.448,12.574,B,B,A,A,C,B,B,A,0.555,0.511,114.2,91.401,1.122,13.327,11.877,12.96610169,2.849246231,1,0,RoundOf64,RoundOf32,0.766666667,0.9,30,30
2006,137,1326,70,1172,62,N,0,2,15,A,A,A,B,B,A,B,A,0.58,0.544,112.468,95.736,1.294,14.48,11.19,B,B,A,C,B,A,B,A,0.562,0.522,110.77,103.065,1.329,15.149,11.402,3.566371681,14.14285714,1,0,RoundOf32,RoundOf64,0.833333333,0.62962963,30,27
2006,143,1261,62,1181,54,N,0,4,1,B,B,A,A,C,B,B,A,0.552,0.513,107.743,94.161,1.011,13.657,13.512,A,A,A,B,C,B,B,A,0.614,0.564,116.066,97.207,1.147,14.016,12.219,6.495934959,1.847107438,1,0,RoundOf64,SweetSixteen,0.733333333,0.909090909,30,33
2006,138,1181,74,1203,61,N,0,1,8,A,A,A,B,C,B,B,A,0.614,0.564,116.066,97.207,1.147,14.016,12.219,B,B,A,A,C,A,B,A,0.554,0.522,110.376,93.19,1.225,14.696,11.999,1.847107438,10.2815534,0,0,SweetSixteen,RoundOf64,0.909090909,0.928571429,33,28
2006,152,1196,73,1206,58,N,0,3,11,A,A,A,A,C,A,B,A,0.616,0.576,115.535,93.454,1.145,15.449,13.497,B,A,A,A,C,A,B,A,0.568,0.539,108.091,91.307,1.149,14.448,12.574,4.508287293,12.96610169,1,1,RoundOf32,RoundOf64,0.818181818,0.766666667,33,30
2006,144,1196,57,1207,53,N,0,3,7,A,A,A,A,C,A,B,A,0.616,0.576,115.535,93.454,1.145,15.449,13.497,B,A,A,B,B,A,B,A,0.573,0.54,112.564,99.326,1.324,15.469,11.684,4.508287293,6.652892562,1,0,RoundOf32,SweetSixteen,0.818181818,0.7,33,30
2006,143,1417,73,1211,71,N,0,2,3,A,A,A,A,C,B,C,A,0.579,0.542,109.062,94.436,0.967,13.826,14.303,A,B,A,C,C,B,B,A,0.586,0.527,115.921,104.826,1.052,12.783,12.145,5.231884058,7.018867925,1,1,RoundOf64,RoundOf32,0.818181818,0.9,33,30
2006,134,1284,71,1214,49,N,0,16,16,B,B,B,B,C,B,C,B,0.536,0.504,97.224,95.663,0.971,13.894,14.309,C,C,C,A,D,C,C,C,0.5,0.467,96.543,93.061,0.761,11.118,14.601,15.21126761,15.38596491,0,0,RoundOf64,RoundOf64,0.5625,0.516129032,32,31
2006,138,1449,67,1228,64,N,0,5,4,B,B,A,B,C,B,B,A,0.567,0.526,113.141,95.77,1.1,13.452,12.231,B,B,A,A,C,B,B,A,0.546,0.522,109.43,91.863,1.222,13.943,11.41,6.094736842,4.303317536,0,0,SweetSixteen,ChampionshipGame,0.8,0.806451613,30,31
2006,138,1211,90,1231,80,N,0,3,6,A,B,A,C,C,B,B,A,0.586,0.527,115.921,104.826,1.052,12.783,12.145,B,A,B,B,C,B,B,A,0.57,0.539,106.149,97.413,1.024,13.788,13.471,7.018867925,5.469194313,1,1,RoundOf32,RoundOf32,0.9,0.620689655,30,29
2006,136,1261,80,1233,64,N,0,4,13,B,B,A,A,C,B,B,A,0.552,0.513,107.743,94.161,1.011,13.657,13.512,A,A,A,B,C,B,B,A,0.576,0.538,112.395,100.871,1.049,13.639,13.008,6.495934959,13.27142857,1,0,RoundOf64,RoundOf64,0.733333333,0.766666667,30,30
2006,137,1322,64,1234,63,N,0,14,3,B,B,A,B,C,A,B,A,0.559,0.522,107.471,99.225,1.055,14.48,13.73,C,C,B,A,C,B,B,B,0.529,0.483,99.9,88.14,1.01,13.946,13.805,14.87179487,6.323741007,1,0,RoundOf64,RoundOf64,0.75862069,0.757575758,29,33
2006,137,1133,77,1242,73,N,0,13,4,C,C,B,A,C,B,B,B,0.533,0.492,102.532,92.548,1.088,14.215,13.069,B,B,A,A,C,A,B,A,0.556,0.525,107.211,87.888,1.146,15.341,13.382,10.8,3.137096774,0,0,RoundOf64,RoundOf64,0.666666667,0.774193548,30,31
2006,137,1338,79,1245,64,N,0,5,12,B,B,A,A,C,A,B,A,0.549,0.508,108.801,94.556,1.202,14.899,12.397,B,B,A,B,C,B,B,A,0.554,0.507,107.204,97.452,1.014,12.658,12.481,4.984496124,11.52777778,0,0,RoundOf64,EliteEight,0.774193548,0.75,31,32
2006,139,1163,87,1246,83,N,0,1,8,B,B,A,A,C,B,B,A,0.555,0.511,114.2,91.401,1.122,13.327,11.877,B,B,A,B,C,B,B,A,0.543,0.517,107.424,100.378,1.059,12.851,12.137,2.849246231,2.778723404,0,0,RoundOf32,EliteEight,0.9,0.636363636,30,33
2006,152,1417,59,1261,45,N,0,2,4,A,A,A,A,C,B,C,A,0.579,0.542,109.062,94.436,0.967,13.826,14.303,B,B,A,A,C,B,B,A,0.552,0.513,107.743,94.161,1.011,13.657,13.512,5.231884058,6.495934959,1,1,RoundOf64,RoundOf64,0.818181818,0.733333333,33,30
2006,136,1104,90,1266,85,N,0,10,7,B,B,A,C,C,C,B,B,0.549,0.504,108.183,103.127,0.903,11.785,13.05,B,B,A,B,C,B,B,A,0.56,0.523,107.396,101.741,1.033,13.384,12.961,6.660130719,5.902912621,0,1,RoundOf64,FinalFour,0.586206897,0.655172414,29,29
2006,145,1417,50,1272,45,N,0,2,1,A,A,A,A,C,B,C,A,0.579,0.542,109.062,94.436,0.967,13.826,14.303,B,B,A,A,C,B,B,A,0.549,0.508,109.772,89.735,0.994,12.914,12.989,5.231884058,5.557522124,1,0,RoundOf64,RoundOf32,0.818181818,0.909090909,33,33
2006,137,1206,75,1277,65,N,0,11,6,B,A,A,A,C,A,B,A,0.568,0.539,108.091,91.307,1.149,14.448,12.574,A,B,A,C,C,A,B,A,0.58,0.531,110.712,102.756,1.177,15.157,12.873,12.96610169,4.821256039,1,0,RoundOf64,FinalFour,0.766666667,0.65625,30,32
2006,137,1437,58,1284,45,N,0,1,16,B,B,A,B,C,C,A,A,0.552,0.503,114.092,96.527,1.119,11.626,10.387,B,B,B,B,C,B,C,B,0.536,0.504,97.224,95.663,0.971,13.894,14.309,4.868421053,15.21126761,1,0,SweetSixteen,RoundOf64,0.862068966,0.5625,29,32
2006,138,1130,69,1285,56,N,0,4,12,A,A,A,C,B,A,B,A,0.58,0.545,115.503,103.614,1.338,16.379,12.241,A,A,A,C,C,A,B,A,0.591,0.555,112.88,102.547,1.251,15.568,12.441,6.26119403,14.62921348,0,1,RoundOf32,RoundOf64,0.78125,0.777777778,32,27
2006,137,1314,69,1293,65,N,0,3,14,A,A,A,B,C,A,C,A,0.581,0.541,111.973,95.964,1.081,15.116,13.984,B,B,A,A,B,A,B,A,0.543,0.516,109.513,94.519,1.285,14.392,11.197,3.101851852,13.30434783,1,1,Champion,RoundOf64,0.75862069,0.793103448,29,29
2006,139,1400,75,1301,54,N,0,2,10,B,B,A,A,C,B,B,A,0.571,0.532,114.756,90.53,1.088,13.349,12.263,A,A,A,B,C,A,B,A,0.6,0.554,111.841,99.933,1.171,14.988,12.802,6.05,7.491803279,1,0,RoundOf64,SweetSixteen,0.818181818,0.7,33,30
2006,136,1285,87,1305,79,N,0,12,5,A,A,A,C,C,A,B,A,0.591,0.555,112.88,102.547,1.251,15.568,12.441,B,B,A,A,C,B,B,A,0.544,0.5,108.298,94.224,1.184,13.885,11.726,14.62921348,8.015625,1,0,RoundOf64,RoundOf32,0.777777778,0.838709677,27,31
2006,139,1206,65,1314,60,N,0,11,3,B,A,A,A,C,A,B,A,0.568,0.539,108.091,91.307,1.149,14.448,12.574,A,A,A,B,C,A,C,A,0.581,0.541,111.973,95.964,1.081,15.116,13.984,12.96610169,3.101851852,1,1,RoundOf64,Champion,0.766666667,0.75862069,30,29
2006,137,1207,54,1320,49,N,0,7,10,B,A,A,B,B,A,B,A,0.573,0.54,112.564,99.326,1.324,15.469,11.684,B,B,B,A,C,B,B,A,0.561,0.52,105.077,94.187,1.094,13.785,12.603,6.652892562,11.8115942,0,1,SweetSixteen,RoundOf64,0.7,0.7,30,30
2006,139,1452,67,1322,54,N,0,6,14,B,B,A,B,A,A,A,A,0.561,0.533,111.291,101.935,2.107,16.215,7.694,B,B,A,B,C,A,B,A,0.559,0.522,107.471,99.225,1.055,14.48,13.73,7.853333333,14.87179487,0,1,EliteEight,RoundOf64,0.655172414,0.75862069,29,29
2006,139,1207,70,1326,52,N,0,7,2,B,A,A,B,B,A,B,A,0.573,0.54,112.564,99.326,1.324,15.469,11.684,A,A,A,B,B,A,B,A,0.58,0.544,112.468,95.736,1.294,14.48,11.19,6.652892562,3.566371681,0,1,SweetSixteen,RoundOf32,0.7,0.833333333,30,30
2006,136,1454,82,1328,74,N,0,11,6,B,C,A,B,C,C,B,B,0.535,0.493,107.891,96.834,0.907,11.278,12.438,B,B,A,B,C,B,B,A,0.545,0.504,110.131,100.061,1.031,13.527,13.126,11.64516129,5.22705314,0,0,SweetSixteen,RoundOf32,0.714285714,0.714285714,28,28
2006,137,1272,94,1331,78,N,0,1,16,B,B,A,A,C,B,B,A,0.549,0.508,109.772,89.735,0.994,12.914,12.989,B,B,A,B,C,B,B,A,0.554,0.51,109.302,99.235,1.098,14.058,12.799,5.557522124,16,0,0,RoundOf32,etc,0.909090909,0.64516129,33,31
2006,136,1130,88,1334,76,N,2,4,13,A,A,A,C,B,A,B,A,0.58,0.545,115.503,103.614,1.338,16.379,12.241,A,A,A,B,C,A,B,A,0.584,0.544,112.087,95.95,1.247,14.63,11.73,6.26119403,11.35526316,0,0,RoundOf32,RoundOf32,0.78125,0.75862069,32,29
2006,137,1400,60,1335,52,N,0,2,15,B,B,A,A,C,B,B,A,0.571,0.532,114.756,90.53,1.088,13.349,12.263,B,B,B,A,C,B,B,A,0.544,0.509,103.71,91.461,1.06,13.44,12.68,6.05,12.51034483,1,1,RoundOf64,RoundOf64,0.818181818,0.703703704,33,27
2006,139,1133,72,1338,66,N,0,13,5,C,C,B,A,C,B,B,B,0.533,0.492,102.532,92.548,1.088,14.215,13.069,B,B,A,A,C,A,B,A,0.549,0.508,108.801,94.556,1.202,14.899,12.397,10.8,4.984496124,0,0,RoundOf64,RoundOf64,0.666666667,0.774193548,30,31
2006,137,1452,64,1356,46,N,0,6,11,B,B,A,B,A,A,A,A,0.561,0.533,111.291,101.935,2.107,16.215,7.694,C,C,B,A,C,C,C,B,0.508,0.466,97.558,89.045,0.858,12.143,14.151,7.853333333,10.16923077,0,1,EliteEight,RoundOf32,0.655172414,0.709677419,29,31
2006,136,1231,87,1361,83,N,0,6,11,B,A,B,B,C,B,B,A,0.57,0.539,106.149,97.413,1.024,13.788,13.471,B,B,A,B,C,C,B,B,0.566,0.519,110.311,99.872,0.888,12.266,13.819,5.469194313,11.92682927,1,1,RoundOf32,RoundOf64,0.620689655,0.733333333,29,30
2006,136,1455,86,1371,66,N,0,7,10,B,B,A,B,C,B,B,A,0.548,0.504,107.701,96.344,1.16,14.195,12.237,C,C,B,B,C,C,B,B,0.517,0.463,102.08,99.531,0.931,11.714,12.586,8.2,7.504950495,0,0,RoundOf64,RoundOf32,0.741935484,0.620689655,31,29
2006,136,1196,76,1375,50,N,0,3,14,A,A,A,A,C,A,B,A,0.616,0.576,115.535,93.454,1.145,15.449,13.497,B,B,A,B,C,B,B,A,0.566,0.529,109.643,96.956,1.07,12.979,12.126,4.508287293,12.96721311,1,0,RoundOf32,RoundOf64,0.818181818,0.793103448,33,29
2006,136,1181,70,1380,54,N,0,1,16,A,A,A,B,C,B,B,A,0.614,0.564,116.066,97.207,1.147,14.016,12.219,C,C,C,A,D,C,C,C,0.513,0.481,95.942,93.61,0.703,11.178,15.906,1.847107438,15.11363636,0,1,SweetSixteen,RoundOf32,0.909090909,0.612903226,33,31
2006,136,1401,66,1393,58,N,0,12,5,B,B,B,A,C,A,B,A,0.554,0.513,105.636,92.602,1.249,15.878,12.709,C,B,B,B,C,B,B,B,0.532,0.502,103.863,98.494,1.017,13.308,13.081,12,4.544600939,1,1,RoundOf64,RoundOf64,0.724137931,0.676470588,29,34
2006,138,1455,80,1397,73,N,0,7,2,B,B,A,B,C,B,B,A,0.548,0.504,107.701,96.344,1.16,14.195,12.237,B,A,A,B,B,A,B,A,0.572,0.538,112.128,101.36,1.328,14.435,10.871,8.2,5.235955056,0,1,RoundOf64,RoundOf64,0.741935484,0.75,31,28
2006,145,1261,70,1400,60,N,1,4,2,B,B,A,A,C,B,B,A,0.552,0.513,107.743,94.161,1.011,13.657,13.512,B,B,A,A,C,B,B,A,0.571,0.532,114.756,90.53,1.088,13.349,12.263,6.495934959,6.05,1,1,RoundOf64,RoundOf64,0.733333333,0.818181818,30,33
2006,138,1261,58,1401,57,N,0,4,12,B,B,A,A,C,B,B,A,0.552,0.513,107.743,94.161,1.011,13.657,13.512,B,B,B,A,C,A,B,A,0.554,0.513,105.636,92.602,1.249,15.878,12.709,6.495934959,12,1,1,RoundOf64,RoundOf64,0.733333333,0.724137931,30,29
2006,137,1246,69,1412,64,N,0,8,9,B,B,A,B,C,B,B,A,0.543,0.517,107.424,100.378,1.059,12.851,12.137,B,B,B,A,C,B,B,A,0.544,0.512,105.389,94.082,1.188,13.651,11.494,2.778723404,9.71,0,0,EliteEight,RoundOf32,0.636363636,0.793103448,33,29
2006,154,1196,73,1417,57,N,0,3,2,A,A,A,A,C,A,B,A,0.616,0.576,115.535,93.454,1.145,15.449,13.497,A,A,A,A,C,B,C,A,0.579,0.542,109.062,94.436,0.967,13.826,14.303,4.508287293,5.231884058,1,1,RoundOf32,RoundOf64,0.818181818,0.818181818,33,33
2006,136,1203,88,1423,85,N,1,8,9,B,B,A,A,C,A,B,A,0.554,0.522,110.376,93.19,1.225,14.696,11.999,C,C,B,A,C,B,B,B,0.523,0.484,103.712,90.332,1.218,13.903,11.414,10.2815534,11.74666667,0,1,RoundOf64,RoundOf64,0.928571429,0.78125,28,32
2006,136,1449,75,1429,61,N,0,5,12,B,B,A,B,C,B,B,A,0.567,0.526,113.141,95.77,1.1,13.452,12.231,A,A,A,B,B,A,B,A,0.592,0.56,111.743,100.258,1.295,15.836,12.23,6.094736842,12.92920354,0,1,SweetSixteen,RoundOf64,0.8,0.733333333,30,30
2006,146,1196,75,1437,62,N,0,3,1,A,A,A,A,C,A,B,A,0.616,0.576,115.535,93.454,1.145,15.449,13.497,B,B,A,B,C,C,A,A,0.552,0.503,114.092,96.527,1.119,11.626,10.387,4.508287293,4.868421053,1,1,RoundOf32,SweetSixteen,0.818181818,0.862068966,33,29
2006,144,1163,98,1449,92,N,1,1,5,B,B,A,A,C,B,B,A,0.555,0.511,114.2,91.401,1.122,13.327,11.877,B,B,A,B,C,B,B,A,0.567,0.526,113.141,95.77,1.1,13.452,12.231,2.849246231,6.094736842,0,0,RoundOf32,SweetSixteen,0.9,0.8,30,30
2006,143,1400,74,1452,71,N,0,2,6,B,B,A,A,C,B,B,A,0.571,0.532,114.756,90.53,1.088,13.349,12.263,B,B,A,B,A,A,A,A,0.561,0.533,111.291,101.935,2.107,16.215,7.694,6.05,7.853333333,1,0,RoundOf64,EliteEight,0.818181818,0.655172414,33,29
2006,138,1196,82,1454,60,N,0,3,11,A,A,A,A,C,A,B,A,0.616,0.576,115.535,93.454,1.145,15.449,13.497,B,C,A,B,C,C,B,B,0.535,0.493,107.891,96.834,0.907,11.278,12.438,4.508287293,11.64516129,1,0,RoundOf32,SweetSixteen,0.818181818,0.714285714,33,28
2006,144,1206,63,1455,55,N,0,11,7,B,A,A,A,C,A,B,A,0.568,0.539,108.091,91.307,1.149,14.448,12.574,B,B,A,B,C,B,B,A,0.548,0.504,107.701,96.344,1.16,14.195,12.237,12.96610169,8.2,1,0,RoundOf64,RoundOf64,0.766666667,0.741935484,30,31
2006,136,1397,63,1457,61,N,0,2,15,B,A,A,B,B,A,B,A,0.572,0.538,112.128,101.36,1.328,14.435,10.871,B,B,A,A,C,B,B,A,0.557,0.517,109.677,91.822,1.128,14.282,12.659,5.235955056,15.11926606,1,0,RoundOf64,RoundOf64,0.75,0.75,28,28
2006,137,1112,94,1458,75,N,0,8,9,C,C,B,B,C,B,B,B,0.517,0.477,103.547,96.769,1.096,12.615,11.513,C,C,A,B,C,B,A,B,0.525,0.486,107.02,97.52,1.152,12.355,10.726,3.612648221,6.83625731,1,1,EliteEight,EliteEight,0.612903226,0.633333333,31,30
2006,136,1211,79,1462,75,N,0,3,14,A,B,A,C,C,B,B,A,0.586,0.527,115.921,104.826,1.052,12.783,12.145,B,B,A,B,C,A,B,A,0.573,0.527,110.353,96.605,1.214,15.048,12.396,7.018867925,8.858823529,1,0,RoundOf32,EliteEight,0.9,0.677419355,30,31
2007,137,1438,84,1107,57,N,0,4,13,B,B,A,B,C,C,B,B,0.557,0.505,111.058,101.603,0.947,11.702,12.354,B,B,B,B,C,B,B,B,0.558,0.52,107.497,100.13,0.981,12.72,12.963,5.688679245,14.46666667,1,0,RoundOf64,RoundOf64,0.655172414,0.71875,29,32
2007,137,1345,72,1112,63,N,0,9,8,B,B,B,B,C,B,B,B,0.559,0.523,106.711,95.553,0.967,13.094,13.541,A,B,A,C,B,B,B,B,0.578,0.529,113.371,104.702,1.18,14.407,12.213,5.963636364,3.97826087,0,1,RoundOf32,RoundOf32,0.65625,0.666666667,32,30
2007,137,1425,77,1116,60,N,0,5,12,B,B,B,B,C,C,B,B,0.57,0.53,105.014,95.249,0.872,12.268,14.069,B,B,B,B,C,B,B,B,0.56,0.521,105.32,97.777,0.99,13.926,14.061,6.045977011,6.866666667,0,0,RoundOf64,RoundOf64,0.676470588,0.617647059,34,34
2007,136,1207,80,1125,55,N,0,2,15,A,A,A,B,B,A,B,A,0.606,0.571,115.151,95.348,1.043,14.673,14.066,A,A,B,B,C,B,B,B,0.578,0.549,107.079,95.356,0.988,14.171,14.345,5.909722222,15,0,0,SweetSixteen,RoundOf64,0.8125,0.709677419,32,31
2007,138,1207,62,1130,55,N,0,2,7,A,A,A,B,B,A,B,A,0.606,0.571,115.151,95.348,1.043,14.673,14.066,A,B,A,C,B,B,B,B,0.583,0.535,112.581,105.667,1.046,13.998,13.386,5.909722222,6.369426752,0,0,SweetSixteen,SweetSixteen,0.8125,0.64516129,32,31
2007,144,1196,65,1139,57,N,0,1,5,A,A,A,A,B,A,B,A,0.62,0.593,118.683,92.23,1.126,14.621,12.984,A,B,A,B,A,B,A,A,0.578,0.526,115.205,96.139,1.332,13.149,9.87,4.112745098,10.48039216,1,1,Champion,SweetSixteen,0.852941176,0.806451613,34,31
2007,136,1462,79,1140,77,N,0,9,8,A,A,A,B,B,A,B,A,0.605,0.555,117.386,98.014,1.172,14.656,12.502,A,A,A,B,B,B,A,A,0.58,0.554,113.204,101.076,1.166,14.031,12.031,8.875647668,10.03937008,0,0,RoundOf64,RoundOf64,0.75,0.75,32,32
2007,136,1326,78,1148,57,N,0,1,16,B,B,A,A,A,B,A,A,0.572,0.539,113.462,92.615,1.325,14.484,10.934,B,B,B,B,C,C,B,B,0.553,0.507,106.803,100.792,0.887,12.12,13.664,3.132352941,15.0877193,1,0,RoundOf32,RoundOf64,0.909090909,0.666666667,33,33
2007,137,1305,77,1166,71,N,1,7,10,A,A,A,B,A,A,A,A,0.591,0.553,115.796,99.003,1.27,14.747,11.613,B,B,B,B,B,B,B,B,0.566,0.51,108.529,97.022,1.044,13.702,13.127,7.747126437,9.907801418,0,0,RoundOf64,RoundOf64,0.870967742,0.6875,31,32
2007,136,1268,82,1172,70,N,0,4,13,B,B,B,A,B,B,B,B,0.566,0.527,108.379,92.681,1.099,14.538,13.228,B,B,A,B,B,B,B,B,0.566,0.524,110.683,95.302,1.057,13.013,12.308,4.174358974,13.81012658,1,0,RoundOf32,RoundOf64,0.75,0.870967742,32,31
2007,136,1433,79,1181,77,N,0,11,6,B,B,A,B,B,B,A,A,0.568,0.522,114.81,98.266,1.191,12.903,10.829,B,B,B,A,C,B,C,B,0.565,0.526,105.941,92.513,0.858,12.574,14.659,11.76785714,2.20754717,0,0,RoundOf64,SweetSixteen,0.818181818,0.6875,33,32
2007,136,1314,86,1184,65,N,0,1,16,A,A,A,A,A,A,A,A,0.588,0.55,116.789,92.668,1.338,15.227,11.384,B,A,B,B,B,B,B,B,0.573,0.548,104.705,102.088,1.059,14.321,13.527,2.89958159,15.52272727,1,1,RoundOf32,RoundOf64,0.823529412,0.633333333,34,30
2007,134,1310,77,1197,69,N,0,16,16,B,C,A,C,B,C,A,B,0.538,0.489,109.641,105.482,1.016,11.9,11.714,B,B,B,C,C,B,C,B,0.544,0.503,100.96,103.31,0.765,12.546,16.406,15.04545455,16,0,0,RoundOf64,RoundOf64,0.666666667,0.580645161,33,31
2007,136,1435,77,1203,44,N,0,6,11,B,B,A,C,A,A,A,A,0.57,0.533,110.159,103.268,1.337,14.776,11.052,B,B,B,B,B,B,B,B,0.548,0.511,107.054,97.102,1.075,13.406,12.465,6.740740741,10.41269841,0,0,SweetSixteen,RoundOf32,0.633333333,0.741935484,30,31
2007,152,1326,67,1207,60,N,0,1,2,B,B,A,A,A,B,A,A,0.572,0.539,113.462,92.615,1.325,14.484,10.934,A,A,A,B,B,A,B,A,0.606,0.571,115.151,95.348,1.043,14.673,14.066,3.132352941,5.909722222,1,0,RoundOf32,SweetSixteen,0.909090909,0.8125,33,32
2007,137,1424,67,1210,63,N,0,7,10,B,B,A,B,A,B,A,A,0.552,0.514,111.349,99.599,1.3,13.302,10.234,B,B,A,B,C,B,B,B,0.576,0.546,111.688,99.152,0.976,13.212,13.542,6.827160494,5.913043478,0,0,RoundOf64,RoundOf32,0.818181818,0.64516129,33,31
2007,136,1231,70,1211,57,N,0,7,10,B,B,A,B,B,B,A,A,0.561,0.524,111.068,97.716,1.081,12.767,11.812,A,A,A,B,B,B,B,A,0.592,0.547,112.531,99.25,1.032,13.123,12.711,5.61965812,7.395604396,1,1,RoundOf32,SweetSixteen,0.666666667,0.696969697,30,33
2007,137,1356,61,1221,51,N,0,4,13,B,B,B,B,C,B,C,B,0.565,0.52,104.358,95.621,0.83,12.482,15.039,B,C,B,A,C,B,C,B,0.546,0.495,102.532,91.683,0.904,13.586,15.026,9.241830065,14.24418605,1,0,RoundOf64,RoundOf64,0.8125,0.757575758,32,33
2007,137,1439,54,1228,52,N,0,5,12,B,B,A,B,B,B,A,A,0.549,0.514,109.97,98.827,1.209,12.637,10.454,C,C,B,A,B,B,B,B,0.528,0.498,103.463,91.554,1.013,13.537,13.366,6.473684211,5.05982906,0,0,RoundOf32,RoundOf32,0.64516129,0.676470588,31,34
2007,138,1417,54,1231,49,N,0,2,7,B,B,A,A,B,B,A,A,0.566,0.542,111.229,93.981,1.197,13.656,11.411,B,B,A,B,B,B,A,A,0.561,0.524,111.068,97.716,1.081,12.767,11.812,4.908695652,5.61965812,1,1,ChampionshipGame,RoundOf32,0.833333333,0.666666667,30,30
2007,137,1196,112,1238,69,N,0,1,16,A,A,A,A,B,A,B,A,0.62,0.593,118.683,92.23,1.126,14.621,12.984,C,C,C,B,C,C,B,C,0.512,0.466,99.494,101.15,0.876,11.753,13.414,4.112745098,16,1,0,Champion,RoundOf64,0.852941176,0.606060606,34,33
2007,145,1417,68,1242,55,N,0,2,1,B,B,A,A,B,B,A,A,0.566,0.542,111.229,93.981,1.197,13.656,11.411,B,B,A,A,B,B,A,A,0.57,0.54,112.528,87.802,1.197,14.434,12.054,4.908695652,2.955719557,1,0,ChampionshipGame,RoundOf64,0.833333333,0.882352941,30,34
2007,139,1242,88,1246,76,N,0,1,8,B,B,A,A,B,B,A,A,0.57,0.54,112.528,87.802,1.197,14.434,12.054,B,B,B,B,B,B,B,B,0.575,0.54,108.391,98.99,1.081,14.428,13.348,2.955719557,3.244186047,0,0,RoundOf64,RoundOf32,0.882352941,0.65625,34,32
2007,137,1397,121,1253,86,N,0,5,12,B,B,B,B,B,B,B,B,0.547,0.514,107.897,101.107,1.06,12.884,12.155,B,B,A,C,B,C,A,B,0.562,0.525,110.917,102.27,1.044,12.205,11.694,5.1875,12.04651163,1,0,RoundOf32,RoundOf64,0.6875,0.766666667,32,30
2007,138,1401,72,1257,69,N,0,3,6,A,A,A,A,A,A,A,A,0.601,0.561,115.874,90.069,1.438,16.638,11.569,B,C,B,B,B,B,A,B,0.534,0.497,108.014,96.099,1.16,13.483,11.62,7.6875,6.103092784,1,0,RoundOf32,FinalFour,0.806451613,0.709677419,31,31
2007,136,1277,61,1266,49,N,0,9,8,B,B,B,A,B,A,C,B,0.566,0.523,106.539,93.257,1.065,15.743,14.789,B,C,B,B,C,B,B,B,0.536,0.496,106.708,96.037,0.976,12.727,13.036,5.239130435,6.285714286,0,1,RoundOf64,RoundOf64,0.666666667,0.71875,33,32
